epoch,train_loss,test_rmse,test_mse,test_pearson,test_spearman,test_ci
1,3.248045959075292,2.0087789740190884,4.035193,0.11478708306973022,0.11391531830414087,0.5562581334903351
2,0.8925717790921529,1.8834711086324691,3.5474634,0.11396059592180213,0.10784944621308967,0.5541947147199903
3,0.8590265850226084,1.0506596831724606,1.1038858,0.23076970370307465,0.2847314078906889,0.6430372574691605
4,0.8157387773195902,0.9762817894892083,0.95312613,0.4699504479794736,0.4576100675992987,0.7326681725864825
5,0.748985093832016,0.9287733825163498,0.86262,0.5260783052298769,0.5075109409179996,0.7593222806890513
6,0.7484680513540903,0.8505882850027702,0.72350043,0.5553941806524214,0.5434219691290563,0.7782004851704882
7,0.7686463892459869,0.8509192881069488,0.72406363,0.5670591738807008,0.5508742090113339,0.7819055385483423
8,0.7189613540967306,0.9027046043541419,0.8148756,0.5413711416760518,0.5287462170199821,0.7711905985655382
9,0.7338694214820862,0.8545429323660008,0.7302436,0.5578694127616741,0.5191788990483772,0.7652104429960287
10,0.7278058787186941,0.7915347809273605,0.6265273,0.5878836710688485,0.5659079643498494,0.7896561192929061
11,0.7159884870052338,0.8205456357000618,0.67329514,0.5691353578044267,0.5238762872314124,0.7680748955728094
12,0.6840259452660878,1.0128870518595985,1.0259402,0.5791944023643573,0.5440669249362983,0.7788102125578519
13,0.6966310560703277,0.7670013357247829,0.58829105,0.6101063086291835,0.5378905537644391,0.7753045768329707
14,0.7084423383076985,0.9484564463499965,0.89956963,0.5994975972441654,0.527025832358531,0.7686325923622248
15,0.6478500127792358,0.8061554491062994,0.6498866,0.6063200054750751,0.5458884758064707,0.7796330082113384
16,0.6522506693998973,0.8120351708856831,0.6594011,0.594257311536403,0.5475990102134275,0.7803361137060465
17,0.6748941282431284,0.7704947389525778,0.59366214,0.6145373784019369,0.5633911478436664,0.7894956751296511
18,0.6700907399257024,0.9137367907194245,0.8349149,0.5960096403549252,0.5200537956963359,0.7653882966369242
19,0.6224985837936401,1.1854282678037569,1.4052402,0.6003840391072135,0.5439188032989778,0.7781437065331834
20,0.6698462078968684,0.9801032308295019,0.96060234,0.5770832097133065,0.5465027578975009,0.7799926721925932
21,0.610109363993009,0.81234325217415,0.65990156,0.6263713886536195,0.5882118443040707,0.8035775685211322
22,0.6120503167311351,1.2363106242744615,1.528464,0.6171445609728934,0.5796629923623627,0.7979084095294733
23,0.6709510803222656,0.9278896482930957,0.8609792,0.5610589962725558,0.49294846665792724,0.7521050630322008
24,0.6317883551120758,0.8634781418746865,0.7455945,0.6239182699194364,0.5629741679750961,0.7895700610795696
25,0.6108908166488012,0.9659723330004881,0.93310255,0.6494328093967157,0.5880987939893287,0.8034566913525146
26,0.5977660208940506,0.9388357818664589,0.8814126,0.6300619649597382,0.5611814969840906,0.7879046862752779
27,0.5799417465925216,0.8650022587167874,0.7482289,0.6414719883645836,0.5584968109045904,0.7872269036571378
28,0.5841847479343414,0.8419685631227132,0.70891106,0.636130723239017,0.5808763646620854,0.7992922651669193
29,0.5869175424178441,1.0567202159076672,1.1166576,0.6287924822085662,0.5531080386114742,0.7840306818303217
30,0.654592897494634,0.844800683446539,0.7136882,0.6194113104257398,0.5291245477182889,0.7722964960656559
31,0.6098452389240265,0.7461979578552072,0.5568114,0.6592911369161091,0.5850460128193968,0.8013018728245572
32,0.608073745171229,0.7554747319896915,0.5707421,0.6368867604353753,0.562559811913018,0.7895999341605209
33,0.5896284500757853,1.129239940494629,1.2751828,0.6158546430911288,0.5342084403012645,0.7744386531553293
34,0.595689108967781,0.9395172668258958,0.8826927,0.6628592874911259,0.5869504155196529,0.8033886361217382
35,0.567749239007632,1.0148647690872943,1.0299505,0.6587695500681127,0.5817927926484711,0.7999063449236931
36,0.574727988243103,0.8836677257220199,0.78086865,0.6628262783048812,0.5789174967231444,0.7992922651669193
37,0.6085183888673782,0.9481606256861719,0.8990086,0.6548747213347451,0.5887086271980634,0.8041530704581343
38,0.5822874625523885,0.9683058858965781,0.9376163,0.6377620335772054,0.53550710100715,0.7754561184224322
39,0.5721733818451563,1.0593173098539634,1.1221532,0.6877706712760265,0.5833877348713495,0.8017014994703958
40,0.5219350665807724,0.8780837555019926,0.7710311,0.6707436222659972,0.5621867928685087,0.7898468322070589
41,0.5130917926629385,0.8499060452650314,0.7223403,0.69494369703933,0.5724748911655193,0.7965815303643052
42,0.5208999613920847,0.7312439258029722,0.5347177,0.6861109575408503,0.5844108030200814,0.8027897896578998
