epoch,train_loss,test_rmse,test_mse,test_pearson,test_spearman,test_ci
1,2.7204646468162537,1.289290991675351,1.6622713,0.15800294886344354,0.17311791507124033,0.5866155144559994
2,0.9986873388290405,2.5189899188328724,6.34531,0.10985199090454748,0.0717260477654321,0.5351716950381802
3,0.8736778994401296,0.9137358122427347,0.83491313,0.42726846976879607,0.4003296504929776,0.7023361144973864
4,0.8328353623549144,0.8308209853815479,0.6902635,0.574052927199106,0.5420016932413935,0.7787488837161638
5,0.8275303264458974,0.8470574298606421,0.7175063,0.6069303475013474,0.5740650787946555,0.7961842777381448
6,0.7672815978527069,0.7848307755780243,0.61595935,0.6132633207420133,0.5746820812800868,0.7963967524993482
7,0.6995336850484212,0.8946074740654745,0.80032253,0.643961402424166,0.5777196805938785,0.7981460093322713
8,0.6733895152807235,1.0161149237132328,1.0324895,0.6478910225011146,0.5476882053909233,0.7820709285859271
9,0.6132747461398442,0.8325010952068834,0.6930581,0.6704252387316444,0.5781812655935253,0.7991049154473108
10,0.5936706125736236,0.9870019405156533,0.97417283,0.6736902649679807,0.5842913588978865,0.8024720666909608
11,0.6061309357484181,0.8396663744604015,0.7050396,0.7121024509373485,0.6006666352630816,0.8118801088408889
12,0.5832874864339829,1.0647230453536685,1.1336352,0.6922206495419374,0.6081832461767788,0.814639511046907
13,0.5716684490442276,0.7858991382253893,0.61763746,0.7317489476858174,0.6358656973989462,0.8313520160768613
14,0.5429953257242839,0.6470538164011359,0.41867864,0.7352955839476232,0.6297409305259367,0.8282555030765316
15,0.5842610528071721,0.8769882636899786,0.7691084,0.7447580351259188,0.641829413373462,0.8353708357221906
16,0.5027697205543518,0.756239093355079,0.57189757,0.754891217534258,0.6489670464957098,0.839116247434575
