epoch,train_loss,test_rmse,test_mse,test_pearson,test_spearman,test_ci
1,3.823180905977885,2.262150909300747,5.1173267,0.1316600331535555,0.1471886722675189,0.5733688803213156
2,1.1435582041740417,1.2518685203685465,1.5671748,0.200975351648032,0.19115672073083834,0.5956757627230639
3,1.0040851712226868,1.232468835386384,1.5189794,0.3705983446643202,0.31563969189753555,0.659106205331336
4,0.9173360129197439,1.1297029634000397,1.2762288,0.5431254012993307,0.5300967359922726,0.7717573957637202
5,0.8436285038789113,0.9559568641499561,0.9138535,0.5505242842029074,0.540557827587251,0.7773943076547495
6,0.8004487623771032,1.1328256014362263,1.2832938,0.5550777397999562,0.5521780371216484,0.7832759414076117
7,0.7887276232242584,1.0842803276135708,1.1756638,0.5905331301554424,0.5712842411078423,0.7941295637066202
8,0.7503035644690196,1.0530405254046642,1.1088943,0.579225566139783,0.5457981884133257,0.7809187377020835
9,0.7359181185563405,1.0243489523852438,1.0492908,0.603397850500997,0.5704451381104603,0.7939331135782451
10,0.726136036713918,0.9437878506377445,0.8907355,0.6100466743425776,0.5753518744254295,0.7958865361034978
11,0.7068630218505859,0.9128819202012973,0.8333534,0.634371646817419,0.5883274557373165,0.8040844217224383
12,0.6719925880432129,0.9753974067962479,0.9514001,0.6429137546854221,0.5969423123260655,0.8079778139947669
13,0.6502986709276836,0.9215076167081105,0.8491763,0.6695194579136023,0.6147409701514339,0.8179308914958263
14,0.6382538795471191,0.8712471796917797,0.75907165,0.6731939234599386,0.6153753132811987,0.8188393496927029
15,0.6019971231619518,0.9269165610566257,0.8591743,0.6920213877702178,0.6209118352656272,0.8226575646752202
16,0.590751314163208,0.9618149139891586,0.9250879,0.6955086255740062,0.6217046584154952,0.8223220365606944
17,0.585851056377093,0.739557485173526,0.5469453,0.712063129849009,0.6192690704028778,0.82191212249625
